Event ID,Title,Description,Event Type,Event DateTime,Duration (min),Location,Special?
912828,The Mindful Self: Awareness Practices for Remembering the Truth of Who You Are, Learn more and register on the Be Involved App,Wellness,2/27/2025 6:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
919238,Understanding Well-Being, Learn more and register on the BeInvolved App,Workshop,2/27/2025 6:30:00 PM,60,Success Center 4049,False
894839,Demystifying the Expert,"Welcome to Demystifying the Expert, a show where comedians attempt to discover what a scientist does all day. Laugh and learn about cutting edge science & much more.",Speaker,2/27/2025 7:00:00 PM,90,"The Union, TDU Stage",False
916278,Lecture: Your A to Z Guide to Diets, Learn more and sign up on urecregister.jmu.edu!,Wellness - UREC,2/27/2025 7:00:00 PM,60,UREC Club Room (Room 220),False
907754,Big Fish,"Based on the celebrated novel by Daniel Wallace and the acclaimed film directed by Tim Burton, Big Fish tells the story of Edward Bloom, a traveling salesman who lives life to its fullest…and then some! Edward’s incredible, larger-than-life stories thrill everyone around him—most of all, his devoted wife Sandra. But their son Will, about to have a child of his own, is determined to find the truth behind his father’s epic tales. Overflowing with heart and humor, Big Fish is an extraordinary musical that reminds us why we love going to the theatre—for an experience that’s richer, funnier, and bigger than life itself. Features students from JMU’s School of Theatre and Dance      Price    Regular: $27    Subscriber: $25    JMU Fac/Staff: $26    Senior (62+): $26    Students: $15        STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.      TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.    Seating: Reserved",Performance,2/27/2025 7:30:00 PM,0,"Forbes Center, Mainstage Theatre",False
907675,JMU Symphonic Band,"The JMU Symphonic Band is under the direction of Christopher Cicconi.      Price         Regular: $12                 JMU Fac/Staff: $10         Senior (62+): $10         Students: $5                  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.         TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.    Seating: Reserved",Concert,2/27/2025 7:30:00 PM,0,"Forbes Center, Concert Hall",False
909481,Try A Kayak,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,2/27/2025 8:00:00 PM,120,UREC Pool (Lane 1),False
912588,Improv Show,,Performance,2/27/2025 10:00:00 PM,60,"The Union, TDU Stage",False
920085,Late Night Breakfast,The University Program Board and the Office of Annual Giving present a special edition of LNB with university leaders behind the counter to serve you plus a celebration of the day’s success at midnight. It all happens in the lower drum at the Festival Student & Conference Center starting around 10 p.m.,Meal,2/27/2025 10:00:00 PM,119,Festival Lower Drum,False
914300,Fintech Symposium,,Special Event,2/28/2025 8:00:00 AM,540,Hartman Hall 2021,False
916614,Body Empowerment Blueprint Part 2, Learn more and register on the BeInvolved App.,Workshop,2/28/2025 9:00:00 AM,60,Success Center 1075,False
912713,Disordered Eating Awareness,,Workshop,2/28/2025 9:30:00 AM,60,Success Center 4049,False
910665,Cycle Fit, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,2/28/2025 9:45:00 AM,60,UREC Group Cycle Studio (Room 374),False
915194,Vinyl Cutting Basics,"Explore the world of vinyl cutting and learn to create stickers, stencils, and iron-on decals! No vinyl cutting experience or materials needed.This workshop is held in The Makery in Rose Library. This is not a series.",Workshop,2/28/2025 10:15:00 AM,60,Rose Library Makery (1st Floor),False
919630,The Healing Power of Gratitude,  Join us for this workshop that reviews how practicing gratitude can positively impact our emotional well-being and how to start practicing gratitude in your day-to-day life.  Learn more and register on the BeInvolved App. ,Workshop,2/28/2025 11:30:00 AM,60,"Student Success Center, 3202",False
912859,MSA Jummah Prayer,,Special Event,2/28/2025 12:00:00 PM,180,"The Union, Taylor 404",False
909982,Practical Meal Prep, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,2/28/2025 12:00:00 PM,60,UREC Demo Kitchen (Room 129a),False
912714,Stress and Anxiety Management,,Workshop,2/28/2025 12:00:00 PM,60,Success Center 4049,False
914540,Mending Hour in The Makery,"Do you have clothes that have rips or need repair? Bring them to The Makery during Mending Hour and we’ll teach you how to repair them. Sewing machines, thread and other materials are provided. No registration required, and this is not a series – just stop by during one or more of these Mending Hours!",Workshop,2/28/2025 2:00:00 PM,60,Rose Library Makery (1st Floor),False
920003,Alpha Phifa,,Fundraising / Philanthropy,2/28/2025 3:00:00 PM,180,Hillside Field,False
914617,Baseball vs Fairfield,,Competition - Athletic,2/28/2025 3:00:00 PM,150,Veteran Memorial Baseball Stadium (Eagle Field),False
919999,DREAM,,Outreach,2/28/2025 3:00:00 PM,120,"The Union, Taylor 402",False
916455,Real Talk Panel | DREAM,,Outreach,2/28/2025 3:00:00 PM,300,"The Union, Taylor 400",False
909608,Ski Spree at Massanutten, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,2/28/2025 3:30:00 PM,390,Adventure Trip 1,False
909740,Snow Tubing at Massanutten,Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,2/28/2025 3:30:00 PM,180,Adventure Trip 2,False
916555,DREAM,,Outreach,2/28/2025 4:00:00 PM,240,Success Center 4049,False
902143,Mega Shabbat,,Special Event,2/28/2025 5:00:00 PM,300,The Union Ballroom,False
916565,UPB Battle Of The Bands ,,Special Event,2/28/2025 5:00:00 PM,300,"The Union, TDU Stage",False
920084,UPB Vegan Valentine,,Wellness - UREC,2/28/2025 5:30:00 PM,180,UREC Demo Kitchen (Room 129a),False
902897,JMU Women&#39;s Basketball vs. Louisiana Monroe,,Competition - Athletic,2/28/2025 7:00:00 PM,120,Atlantic Union Bank Center Event Floor,False
907755,Big Fish,"Based on the celebrated novel by Daniel Wallace and the acclaimed film directed by Tim Burton, Big Fish tells the story of Edward Bloom, a traveling salesman who lives life to its fullest…and then some! Edward’s incredible, larger-than-life stories thrill everyone around him—most of all, his devoted wife Sandra. But their son Will, about to have a child of his own, is determined to find the truth behind his father’s epic tales. Overflowing with heart and humor, Big Fish is an extraordinary musical that reminds us why we love going to the theatre—for an experience that’s richer, funnier, and bigger than life itself. Features students from JMU’s School of Theatre and Dance      Price    Regular: $27    Subscriber: $25    JMU Fac/Staff: $26    Senior (62+): $26    Students: $15        STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.      TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.    Seating: Reserved",Performance,2/28/2025 7:30:00 PM,0,"Forbes Center, Mainstage Theatre",False
919627,Welcome | CHOICES,,Information Session,3/1/2025 8:45:00 AM,45,Atlantic Union Bank Center Event Floor,False
910145,Club Volleyball - Women&#39;s Tournament ,,Competition,3/1/2025 9:00:00 AM,660,UREC Multi-Activity Center 2,False
910147,Club Volleyball - Women&#39;s Tournament ,,Competition,3/1/2025 9:00:00 AM,660,UREC Sports Forum 2 Court B,False
910146,Club Volleyball - Women&#39;s Tournament ,,Competition,3/1/2025 9:00:00 AM,660,UREC Multi-Activity Center 1,False
920215,Mindfulness Walk," Mindfulness is the practice of being present and aware in the moment. It can help reduce stress and anxiety, improve mood, and promote overall well-being. Join the Counseling Center in the Edith J. Carrier Arboretum to practice ways that you can cultivate mindfulness!Meet us at the Frances Plecker Education Center and Welcome Center to pick up your instructions and then enjoy your mindful walk through the arboretum at your own pace. While the event will occur for three hours, the walk can be taken at your own pace so it can take as little as a half an hour or as much as the full three hours--whatever serves you best!  Learn more and register on the BeInvolved App. ",Run / Walk,3/1/2025 11:00:00 AM,210,"Frances Plecker Education Center, EJC Arboretum",False
914618,Baseball vs Fairfield,,Competition - Athletic,3/1/2025 3:00:00 PM,150,Veteran Memorial Baseball Stadium (Eagle Field),False
919013,Choices Student Life Showcase,,Information Session,3/1/2025 3:30:00 PM,90,UREC Multi-Activity Center 3,False
920230,Bridges Fellowship Event,,Outreach,3/1/2025 5:00:00 PM,180,"The Union, Taylor 304",False
907756,Big Fish,"Based on the celebrated novel by Daniel Wallace and the acclaimed film directed by Tim Burton, Big Fish tells the story of Edward Bloom, a traveling salesman who lives life to its fullest…and then some! Edward’s incredible, larger-than-life stories thrill everyone around him—most of all, his devoted wife Sandra. But their son Will, about to have a child of his own, is determined to find the truth behind his father’s epic tales. Overflowing with heart and humor, Big Fish is an extraordinary musical that reminds us why we love going to the theatre—for an experience that’s richer, funnier, and bigger than life itself. Features students from JMU’s School of Theatre and Dance      Price    Regular: $27    Subscriber: $25    JMU Fac/Staff: $26    Senior (62+): $26    Students: $15        STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.      TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.    Seating: Reserved",Performance,3/1/2025 7:30:00 PM,0,"Forbes Center, Mainstage Theatre",False
725,Ash Wednesday,,,3/5/2025 12:00:00 AM,60,,True
920243,UCC Headshots,"The UCC Media Team hosts weekly, free photo sessions. They'll take a few professional headshots (photos) that can be used anywhere you need a good profile photo (i.e. Linkedin profile, Handshake profile, website, online portfolio, etc.) and send them back promptly.",Special Event,3/5/2025 9:30:00 AM,60,Wilson Hall,False
888113,Red Cross Blood Drive - NSSLHA,,Blood Drive,3/5/2025 10:00:00 AM,360,Festival Highlands Room,False
920127,Mindful Doodling," Join us for this experiential and hands on workshop where you can practice mindfulness skills (i.e., staying in the present, non-judgment, etc) through doodling.   Please register on the Be Involved App.",Workshop,3/5/2025 11:00:00 AM,60,"Student Success Center, 3202",False
920126,Compassion Fatigue and Vicarious Trauma, Join us to learn more about the best ways to help someone who has experienced trauma while also reducing the risk of experiencing compassion fatigue or even vicarious trauma.  Please register on the Be Involved App.,Workshop,3/5/2025 12:00:00 PM,60,"Student Success Center, 3202",False
919502,Anxiety Toolbox 2, Learn more and register on the BeInvolved App.,Workshop,3/5/2025 3:00:00 PM,60,Success Center 4049,False
888116,Tea Time,,Social,3/5/2025 3:00:00 PM,120,The Union 3rd Floor Lounge,False
895267,Catholic Campus Ministry Ash Wednesday Mass,,Religious Activity,3/5/2025 5:00:00 PM,210,Festival Ballroom Grand,False
910666,Cycle Fit, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/5/2025 5:00:00 PM,60,UREC Group Cycle Studio (Room 374),False
919683,DEEP Impact Poetry Slam,,Performance,3/5/2025 5:30:00 PM,90,"The Union, TDU Stage",False
919755,Managing Imposter Syndrome,"  Many of us struggle with the feeling that we're hiding in plain sight, or someone will discover we don't belong. Join us to learn the signs and symptoms of imposter syndrome as well as how to combat it.Presenters: Sarah McCormick and Liam Crawford  Learn more and register on the BeInvolved App. ",Workshop,3/5/2025 5:30:00 PM,60,"Student Success Center, 3240",False
919741,Practicing Mindfulness,Learn more and register on the BeInvolved App.,Workshop,3/5/2025 5:30:00 PM,60,Miller Hall 2110,False
919275,Practicing Self-Compassion, Learn more and register on the BeInvolved App,Workshop,3/5/2025 5:30:00 PM,60,Miller Hall 1102,False
920250,Compassion in Action: Humanitarian Relief Panel," Join us for an insightful virtual panel discussion on the evolving landscape of Humanitarian Relief. Hear experts share their experiences, challenges, and innovations shaping the future of Humanitarian Efforts. This event is a must-attend for anyone passionate about making a difference in crisis-affected communities. Don’t miss the chance to engage with industry leaders and ask your burning questions!  Panelists are listed below:   Nyjeer Wesley- FEMA Corps Liaison|Workforce Ops Support Branch|                              Workforce Management Division|FODRodrigue Makelele – Founder and CEO of Vijana Africa Velisha Brandon- Senior Recruiter at PeaceCorps Emily Bender- Used to be Associate Director of Development and Communications at Church World Service, Will be Development Officer at International Detention Coalition Andrew Secrist- SPD Regional Director for World Relief",Special Event,3/5/2025 6:00:00 PM,60,"Virtual Events, Virtual Event",False
909594,Learn to Boulder,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/5/2025 6:00:00 PM,90,UREC Adventure Instruction (Room 135),False
909245,Learn to Fix-A-Flat,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/5/2025 6:00:00 PM,90,UREC Bike Maintenance,False
913387,Learn to Log Roll (Wellness Passport),  Learn more and sign up on urecregister.jmu.edu! ,Instruction,3/5/2025 6:00:00 PM,60,UREC Multi-Activity Pool - Instruction,False
917614,Learn to Play MultiBall, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/5/2025 6:00:00 PM,60,UREC Multiball Court (Room 137),False
900454,Let&#39;s Talk About H.E.R,,Speaker,3/5/2025 6:00:00 PM,210,"The Union, Taylor 206",False
919727,So You Want to Be a Peer Educator,  Learn more and sign up on BeInvolved!   ,Wellness,3/5/2025 6:00:00 PM,60,UREC Meeting Room (Room 124),False
919745,IM Volleyball Playoffs,,Recreational Event,3/5/2025 6:15:00 PM,270,UREC Sports Forum 2,False
909908,blue zone Meals, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/5/2025 6:30:00 PM,60,UREC Meeting Room (Room 103),False
919156,Youth Programs: Camp Counselor Group Interviews,,Recreational Event,3/5/2025 6:30:00 PM,120,UREC Adventure Center (Room 134),False
919155,Youth Programs: Camp Counselor Group Interviews,,Recreational Event,3/5/2025 6:30:00 PM,120,UREC Main Conference Room (Room 200),False
914957,Don&#39;t Blow It,,Speaker,3/5/2025 7:00:00 PM,60,Wilson Hall Auditorium,False
919309,Jewish Just Dance,,Dance,3/5/2025 7:00:00 PM,60,"The Union, Taylor 302",False
921318,The Antipodes,"Annie Baker is a Pulitzer Prize-winner and one of America’s most provocative playwrights. Her 2019 play, The Antipodes, delivers a surreal writer’s room, a #MeToo premonition, and a many-layered meditation on storytelling. Part satire, part sacred rite, Baker’s play asks what value stories have for a world in crisis. “The Antipodes leaves you glowing with a wondering satisfaction…Ms. Baker has established herself as one of the freshest voices in American theater.” (The New York Times) Features students from JMU’s School of Theatre and Dance.   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13    STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.",Performance,3/5/2025 7:30:00 PM,0,"Forbes Center, Studio Theatre",False
897018,Wednesday Trivia,,Special Event,3/5/2025 8:00:00 PM,120,"The Union, TDU Stage",False
910189,UREC Spring Group Swim Lessons, Learn more!,Instruction,3/2/2025 11:15:00 AM,120,UREC Multi-Activity Pool,False
914619,Baseball vs Fairfield,,Competition - Athletic,3/2/2025 2:00:00 PM,150,Veteran Memorial Baseball Stadium (Eagle Field),False
907757,Big Fish,"Based on the celebrated novel by Daniel Wallace and the acclaimed film directed by Tim Burton, Big Fish tells the story of Edward Bloom, a traveling salesman who lives life to its fullest…and then some! Edward’s incredible, larger-than-life stories thrill everyone around him—most of all, his devoted wife Sandra. But their son Will, about to have a child of his own, is determined to find the truth behind his father’s epic tales. Overflowing with heart and humor, Big Fish is an extraordinary musical that reminds us why we love going to the theatre—for an experience that’s richer, funnier, and bigger than life itself. Features students from JMU’s School of Theatre and Dance      Price    Regular: $27    Subscriber: $25    JMU Fac/Staff: $26    Senior (62+): $26    Students: $15        STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.      TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.    Seating: Reserved",Performance,3/2/2025 2:00:00 PM,0,"Forbes Center, Mainstage Theatre",False
909918,Deliciously Vegan,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/2/2025 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
920191,Living with ADHD, Learn more and register on the BeInvolved App.,Workshop,3/3/2025 10:30:00 AM,60,Success Center 4049,False
919498,PPHA: Emory &amp; Henry  Graduate Health Professions ,,Information Session,3/3/2025 11:00:00 AM,120,Success Center 1075,False
920055,PIE A KA,,Fundraising / Philanthropy,3/3/2025 12:00:00 PM,180,Warner Commons 6,False
914527,Adobe Illustrator Basics,"Discover the power of Adobe Illustrator in this workshop for beginners. Learn the fundamental tools and techniques to create illustrations, logos, and graphic designs.This workshop is held in Rose Library room 5308. ",Workshop,3/3/2025 2:00:00 PM,90,Rose Library TLT (5308),False
919500,Cope60, Learn more and register on the BeInvolved App.,Workshop,3/3/2025 2:00:00 PM,60,Success Center 4049,False
920252,Exploring Legal Careers Panel Discussion &amp; Networking Event," JMU alumni attorneys will be on campus to answer your burning questions about pre-law, law school, and legal careers.  Join us Monday, March 3, 2-3:30pm in Madison Union (Warren) 256. This is a casual event. No need to dress up. Feel free to come late or leave early based on your availability. Refreshments provided.  ",Special Event,3/3/2025 2:00:00 PM,90,Warren Hall 256,False
919110,JMU Alumni Law Board Networking Event,,Special Event,3/3/2025 2:00:00 PM,120,"The Union, Warren 256",False
919897,LSA Political Awareness Event: La Communidad Cuida a La Communida,,Information Session,3/3/2025 3:00:00 PM,120,The Union Ballroom,False
913380,Water Safety 101 (Wellness Passport), Learn more and sign up on urecregister.jmu.edu! ,Instruction,3/3/2025 5:00:00 PM,60,UREC Wet Classroom (Room 133),False
919620,Managing Imposter Syndrome, Learn more and register on the BeInvolved App.,Workshop,3/3/2025 5:30:00 PM,60,Miller Hall 2180,False
919274,Practicing Self-Compassion, Learn more and register on the BeInvolved App.,Workshop,3/3/2025 5:30:00 PM,60,Miller Hall 1102,False
919136,Understanding Well-Being,What does it mean to measure well-being? What should we take into account? Join us to explore ways to improve your overall well-being and thrive in the life you want to live.   Please register on the Be Involved App. ,Workshop,3/3/2025 5:30:00 PM,60,"Student Success Center, 3240",False
914393,Sigma Sigma Sigma Presents: Leslie George Speakout,,Fundraising / Philanthropy,3/3/2025 6:00:00 PM,180,Wilson Hall Auditorium,False
913404,Life After College Week ,,Seminar,3/3/2025 6:30:00 PM,120,EnGeo 2301 - University Large Classroom,False
909994,Satisfy Your Sweet Tooth, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/3/2025 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
914423,STIs 101,,Wellness,3/3/2025 6:30:00 PM,60,UREC Club Room (Room 220),False
921311,The Antipodes,"Annie Baker is a Pulitzer Prize-winner and one of America’s most provocative playwrights. Her 2019 play, The Antipodes, delivers a surreal writer’s room, a #MeToo premonition, and a many-layered meditation on storytelling. Part satire, part sacred rite, Baker’s play asks what value stories have for a world in crisis. “The Antipodes leaves you glowing with a wondering satisfaction…Ms. Baker has established herself as one of the freshest voices in American theater.” (The New York Times) Features students from JMU’s School of Theatre and Dance.   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13    STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.",Performance,3/3/2025 7:30:00 PM,0,"Forbes Center, Studio Theatre",False
919944,Madi Gras ,"A celebration of Mardi Gras, the Madison way! Join UPB as we provide traditional Mardi Gras sweets and make jewelry inspired by the Mardi Gras beads. This event is being hosted in the room beside the Dunkin Donuts, SSC room '1075.'   Click here to register and learn more!",Special Event,3/4/2025 9:00:00 AM,330,Success Center 1075,False
920194,Pie a FIJI ,,Fundraising / Philanthropy,3/4/2025 11:00:00 AM,180,Warner Commons 4,False
919501,Anxiety Toolbox 1, Learn more and register on the BeInvolved App.,Workshop,3/4/2025 1:30:00 PM,60,Success Center 4049,False
903096,Edna Shaeffer Humanist Award Symposium,,Speaker,3/4/2025 3:30:00 PM,120,"The Union, Taylor 404",False
912445,D3: Lead the Way: Enhancing Your Activity Facilitation Skills ,,Recreational Event,3/4/2025 4:00:00 PM,60,UREC Meeting Room (Room 124),False
915238,CSM Trivia Night,,Social,3/4/2025 5:00:00 PM,240,King Hall 0259,False
909859,Adult and Pediatric First Aid/CPR/AED Class, Learn more and sign up on urecregister.jmu.edu! ,Instruction,3/4/2025 6:00:00 PM,135,UREC Wet Classroom (Room 133),False
909697,Alpha Sigma Tau - Dr. Lauren Cook Speaker Event,,Speaker,3/4/2025 6:00:00 PM,150,Memorial Hall 4110 (Auditorium),False
898945,Homeless Care Packages,,Special Event,3/4/2025 6:00:00 PM,210,"The Union, Taylor 304",False
908991,Learn to Belay and Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/4/2025 6:00:00 PM,120,UREC Adventure Instruction (Room 135),False
909248,Learn to Use a Map and Compass,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/4/2025 6:00:00 PM,90,UREC Bike Maintenance,False
914415,Healthy Relationships,  Learn more and sign up on BeInvolved!   ,Wellness,3/4/2025 6:30:00 PM,60,UREC Club Room (Room 220),False
909979,Practical Meal Prep, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/4/2025 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
907489,JMU Chamber Orchestra, The JMU Chamber Orchestra brings students from across campus together to perform classic works composed for smaller orchestras. Kira Omelchenko directs the orchestra in conjunction with graduate students in conducting.,Concert,3/4/2025 7:00:00 PM,0,"Forbes Center, Recital Hall",False
907490,JMU Chamber Orchestra,The JMU Chamber Orchestra brings students from across campus together to perform classic works composed for smaller orchestras. Kira Omelchenko directs the orchestra in conjunction with graduate students in conducting.,Concert,3/4/2025 7:00:00 PM,0,"Forbes Center, Recital Hall",False
921312,The Antipodes,"Annie Baker is a Pulitzer Prize-winner and one of America’s most provocative playwrights. Her 2019 play, The Antipodes, delivers a surreal writer’s room, a #MeToo premonition, and a many-layered meditation on storytelling. Part satire, part sacred rite, Baker’s play asks what value stories have for a world in crisis. “The Antipodes leaves you glowing with a wondering satisfaction…Ms. Baker has established herself as one of the freshest voices in American theater.” (The New York Times) Features students from JMU’s School of Theatre and Dance.   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13    STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.",Performance,3/4/2025 7:30:00 PM,0,"Forbes Center, Studio Theatre",False
914745,Younglife College in Festival Highlands,,Social,3/4/2025 8:00:00 PM,90,Festival Highlands Room,False
919622,Off Campus Life Spring Housing Fair - Inclement Weather Date,,Fair,3/6/2025 11:00:00 AM,180,Festival Ballroom Grand,False
919142,Coffee and Coloring,,Outreach,3/6/2025 12:00:00 PM,90,HBS 3002G Debrief/Huddle,False
888172,Crafternoon,,Social,3/6/2025 12:00:00 PM,180,The Union Patio 1,False
919631,The Healing Power of Gratitude, Join us for this workshop that reviews how practicing gratitude can positively impact our emotional well-being and how to start practicing gratitude in your day-to-day life. Learn more and register on the BeInvolved App. ,Workshop,3/6/2025 1:30:00 PM,60,"Student Success Center, 3240",False
912839,Introduction to Lovingkindness Meditation (Metta), Learn more and register on the Be Involved App,Wellness,3/6/2025 2:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
914616,Housing Workshop,,Information Session,3/6/2025 3:30:00 PM,120,King Hall 0350 - University Classroom,False
920041,Practicing Mindfulness,"  Do you know what mindfulness is? How it can be implemented and how it impacts daily life? Join us for a workshop to explore what mindfulness is, what it's not, and learn about resources for practicing mindfulness right here at JMU.  Please register on the Be Involved App. ",Workshop,3/6/2025 3:30:00 PM,60,"Student Success Center, 3240",False
919406,Anxiety Toolbox 3,  Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops but you can come to one or all in any order. Part 3 introduces alternative ways to respond to your anxiety and provides resources to create a personalized action plan for managing anxiety.  Learn more and register on the BeInvolved App. ,Workshop,3/6/2025 4:00:00 PM,60,"Student Success Center, 3240",False
916853,Gandhi Center Research Showcase,,Reception,3/6/2025 4:00:00 PM,240,Festival Highlands Room,False
912811,De-stress for Well-Being, Learn more and register on the Be Involved App,Wellness,3/6/2025 5:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
919237,Understanding Well-Being, Learn more and register on the BeInvolved App,Workshop,3/6/2025 5:30:00 PM,60,Success Center 4049,False
918248,Japanese Movie Night,,Film,3/6/2025 6:00:00 PM,180,Keezell Hall 0105,False
908980,Learn to Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/6/2025 6:00:00 PM,90,UREC Adventure Instruction (Room 135),False
919958,Meet Someone New at JMU,"  Whether you’re a new Duke on campus or simply looking to meet someone new, this is your chance to join JMU Dining and the Counseling Center for connection and conversation. Introverted or extroverted, we’ve brought the questions to help spark unique ways to get to know your fellow students—and hopefully new friends!  Learn more and register on the BeInvolved App. ",Workshop,3/6/2025 6:00:00 PM,60,E-Hall,False
895188,Underground Sound| Michael Jackson Cover Show,,Performance,3/6/2025 6:00:00 PM,120,"The Union, TDU Stage",False
916791,UPB Sex Toy Bingo ,,Workshop,3/6/2025 6:00:00 PM,180,Festival Ballroom Grand,False
909937,Meals Under $15, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/6/2025 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
912829,The Mindful Self: Awareness Practices for Remembering the Truth of Who You Are, Learn more and register on the Be Involved App,Wellness,3/6/2025 6:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
919157,Youth Programs: Camp Counselor Group Interviews,,Recreational Event,3/6/2025 6:30:00 PM,120,UREC Adventure Center (Room 134),False
919158,Youth Programs: Camp Counselor Group Interviews,,Recreational Event,3/6/2025 6:30:00 PM,120,UREC Main Conference Room (Room 200),False
910667,Cycle Fit, Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,3/7/2025 9:45:00 AM,60,UREC Group Cycle Studio (Room 374),False
920729,JMU Flea market,,Vendor Sales,3/7/2025 10:00:00 AM,360,"The Union, Warren 256",False
893923,Open Coffee with Sombo Muzata,,Speaker,3/7/2025 10:00:00 AM,60,Hartman Hall 1045 - Collaboration Zone,False
915200,Laser Cutting for Beginners,Make something of your own on the laser cutter while you learn the basics of laser cutting. No laser cutting experience or materials needed. And you’ll be able to take home a completed keychain project!This workshop is held in The Makery in Rose Library. This is not a series. ,Workshop,3/7/2025 10:15:00 AM,60,Rose Library Makery (1st Floor),False
914977,Softball Tournament,,Competition - Athletic,3/7/2025 11:00:00 AM,570,Veteran Memorial Softball Stadium,False
909903,blue zone Meals, Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/7/2025 12:00:00 PM,60,UREC Demo Kitchen (Room 129a),False
917581,Gallery Opening,,Exhibit,3/7/2025 12:00:00 PM,60,"The Union, TDU Gallery",False
916260,Practice Interview Event," Practice Interview Event (PIE) allows JMU students to prepare and feel confident for their future interviews. Sign up for a 30-minute mock interview with real employers and receive insightful feedback on your interview skills!This free event is a great opportunity to:Practice answering common and challenging interview questions Learn tips and advice directly from companies' representatives (many are recruiters and hiring managers for their organizations) Network with key contacts in companies and industries that you might be interested in   Friday, 3/7 (in-person at the UCC) Wednesday, 4/9 (virtual)",Workshop,3/7/2025 1:00:00 PM,240,"Virtual Events, Virtual Event",False
913855,Nourishing the Self, Learn more and register on the Be Involved App,Wellness,3/7/2025 1:15:00 PM,75,UREC Mind / Body Studio 2 (Room 390),False
914541,Mending Hour in The Makery,"Do you have clothes that have rips or need repair? Bring them to The Makery during Mending Hour and we’ll teach you how to repair them. Sewing machines, thread and other materials are provided. No registration required, and this is not a series – just stop by during one or more of these Mending Hours!",Workshop,3/7/2025 2:00:00 PM,60,Rose Library Makery (1st Floor),False
915340,PPH Advising: CASPA Workshop,,Workshop,3/7/2025 2:00:00 PM,120,HBS G050,False
920110,Cook a Meal From Your Pantry,,Wellness,3/7/2025 5:30:00 PM,60,UREC Wellness Instruction (Room 129),False
920109,Cook a Meal From Your Pantry,,Wellness,3/7/2025 5:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
907150,Intelligence Analysis Awards Ceremony,,Reception,3/7/2025 7:00:00 PM,120,Festival Highlands Room,False
